NeuronID,Time,SpikeRate,Ensemble,Type,Stimulus
Neuron_1,0,2.460743515146386,Ensemble_1,Wide,0
Neuron_1,1,1.246638883481411,Ensemble_1,Wide,0
Neuron_1,2,2.000128629211548,Ensemble_1,Wide,0
Neuron_1,3,1.3365620820905808,Ensemble_1,Wide,0
Neuron_1,4,2.122650176390294,Ensemble_1,Wide,0
Neuron_1,5,0.897340328323424,Ensemble_1,Wide,0
Neuron_1,6,1.273779938421335,Ensemble_1,Wide,0
Neuron_1,7,2.049139046543922,Ensemble_1,Wide,0
Neuron_1,8,1.8676744819723168,Ensemble_1,Wide,0
Neuron_1,9,2.5729392008279675,Ensemble_1,Wide,0
Neuron_1,10,2.5111575251972047,Ensemble_1,Wide,0
Neuron_1,11,2.202543936376134,Ensemble_1,Wide,0
Neuron_1,12,2.355877798263572,Ensemble_1,Wide,0
Neuron_1,13,1.1284204482032223,Ensemble_1,Wide,0
Neuron_1,14,2.185776267167165,Ensemble_1,Wide,0
Neuron_1,15,1.534570807644896,Ensemble_1,Wide,0
Neuron_1,16,2.421291858582709,Ensemble_1,Wide,0
Neuron_1,17,1.6024317919812945,Ensemble_1,Wide,0
Neuron_1,18,2.374628085069531,Ensemble_1,Wide,0
Neuron_1,19,2.344173266626031,Ensemble_1,Wide,0
Neuron_1,20,2.039106441691162,Ensemble_1,Wide,0
Neuron_1,21,1.4484610154290511,Ensemble_1,Wide,0
Neuron_1,22,1.417716862970393,Ensemble_1,Wide,0
Neuron_1,23,2.58844444156115,Ensemble_1,Wide,0
Neuron_1,24,2.442653475525732,Ensemble_1,Wide,0
Neuron_1,25,1.5127077933138915,Ensemble_1,Wide,0
Neuron_1,26,1.368644235960366,Ensemble_1,Wide,0
Neuron_1,27,1.6261386662446475,Ensemble_1,Wide,0
Neuron_1,28,3.011762919981172,Ensemble_1,Wide,0
Neuron_1,29,2.528703357322108,Ensemble_1,Wide,0
Neuron_1,30,2.2564857531198506,Ensemble_1,Wide,0
Neuron_1,31,1.6988669844167583,Ensemble_1,Wide,0
Neuron_1,32,2.692950736849759,Ensemble_1,Wide,0
Neuron_1,33,2.072154419214991,Ensemble_1,Wide,0
Neuron_1,34,1.1171061816077508,Ensemble_1,Wide,0
Neuron_1,35,0.8810638509190383,Ensemble_1,Wide,0
Neuron_1,36,2.7482706343457703,Ensemble_1,Wide,0
Neuron_1,37,1.5208435138674694,Ensemble_1,Wide,0
Neuron_1,38,1.1368674472684763,Ensemble_1,Wide,0
Neuron_1,39,2.725842678368647,Ensemble_1,Wide,0
Neuron_1,40,2.762097748538694,Ensemble_1,Wide,0
Neuron_1,41,2.2040081261536986,Ensemble_1,Wide,0
Neuron_1,42,0.8522365666876845,Ensemble_1,Wide,0
Neuron_1,43,1.4227768536946994,Ensemble_1,Wide,0
Neuron_1,44,1.722234899355228,Ensemble_1,Wide,0
Neuron_1,45,2.7862673801990945,Ensemble_1,Wide,0
Neuron_1,46,2.2514389008067504,Ensemble_1,Wide,0
Neuron_1,47,1.5208964082718368,Ensemble_1,Wide,0
Neuron_1,48,2.4464695616621115,Ensemble_1,Wide,0
Neuron_1,49,1.80083702461129,Ensemble_1,Wide,0
Neuron_1,50,1.288240318192413,Ensemble_1,Wide,0
Neuron_1,51,2.2270071418420967,Ensemble_1,Wide,0
Neuron_1,52,2.7030704133711803,Ensemble_1,Wide,0
Neuron_1,53,1.545657278045398,Ensemble_1,Wide,0
Neuron_1,54,1.648260552828104,Ensemble_1,Wide,0
Neuron_1,55,1.5813141632382557,Ensemble_1,Wide,0
Neuron_1,56,1.7203660094614186,Ensemble_1,Wide,0
Neuron_1,57,1.9602952878200863,Ensemble_1,Wide,0
Neuron_1,58,1.9729728803777324,Ensemble_1,Wide,0
Neuron_1,59,2.017220649304174,Ensemble_1,Wide,0
Neuron_1,60,1.5518443684520524,Ensemble_1,Wide,0
Neuron_1,61,2.4577758581270026,Ensemble_1,Wide,0
Neuron_1,62,0.8352067475632474,Ensemble_1,Wide,0
Neuron_1,63,1.4791247014282578,Ensemble_1,Wide,0
Neuron_1,64,1.5751283490369747,Ensemble_1,Wide,0
Neuron_1,65,1.5708650055385336,Ensemble_1,Wide,0
Neuron_1,66,1.9417405085568376,Ensemble_1,Wide,0
Neuron_1,67,2.134486401285203,Ensemble_1,Wide,0
Neuron_1,68,1.713284154838477,Ensemble_1,Wide,0
Neuron_1,69,1.635832961567943,Ensemble_1,Wide,0
Neuron_1,70,1.456085447566028,Ensemble_1,Wide,0
Neuron_1,71,2.5555245127778887,Ensemble_1,Wide,0
Neuron_1,72,1.843113629133796,Ensemble_1,Wide,0
Neuron_1,73,1.3975259815594545,Ensemble_1,Wide,0
Neuron_1,74,1.8760849232651349,Ensemble_1,Wide,0
Neuron_1,75,1.5323222339907492,Ensemble_1,Wide,0
Neuron_1,76,1.829793497706144,Ensemble_1,Wide,0
Neuron_1,77,2.485115791859156,Ensemble_1,Wide,0
Neuron_1,78,2.738374312381623,Ensemble_1,Wide,0
Neuron_1,79,2.036103916391558,Ensemble_1,Wide,0
Neuron_1,80,1.6856289571144472,Ensemble_1,Wide,0
Neuron_1,81,2.01109574447992,Ensemble_1,Wide,0
Neuron_1,82,2.133744465275703,Ensemble_1,Wide,0
Neuron_1,83,1.9032765168033308,Ensemble_1,Wide,0
Neuron_1,84,2.310137290185941,Ensemble_1,Wide,0
Neuron_1,85,2.359532900622238,Ensemble_1,Wide,0
Neuron_1,86,0.9681278421173642,Ensemble_1,Wide,0
Neuron_1,87,2.333808101427928,Ensemble_1,Wide,0
Neuron_1,88,2.5295976151913564,Ensemble_1,Wide,0
Neuron_1,89,2.63021337608978,Ensemble_1,Wide,0
Neuron_1,90,2.028803495894403,Ensemble_1,Wide,0
Neuron_1,91,3.119049488664724,Ensemble_1,Wide,0
Neuron_1,92,1.7836699852370106,Ensemble_1,Wide,0
Neuron_1,93,1.193860383209071,Ensemble_1,Wide,0
Neuron_1,94,1.249187216002213,Ensemble_1,Wide,0
Neuron_1,95,2.0320362613299654,Ensemble_1,Wide,0
Neuron_1,96,2.351530923670585,Ensemble_1,Wide,0
Neuron_1,97,1.6748470635807349,Ensemble_1,Wide,0
Neuron_1,98,3.013472543469562,Ensemble_1,Wide,0
Neuron_1,99,1.4072710376911202,Ensemble_1,Wide,0
Neuron_1,100,0.2337338720761292,Ensemble_1,Wide,0
Neuron_1,101,3.0122973698446422,Ensemble_1,Wide,0
Neuron_1,102,1.3513405030951011,Ensemble_1,Wide,0
Neuron_1,103,1.5323794453951889,Ensemble_1,Wide,0
Neuron_1,104,2.306035196608541,Ensemble_1,Wide,0
Neuron_1,105,1.8709397334673228,Ensemble_1,Wide,0
Neuron_1,106,1.912848039309994,Ensemble_1,Wide,0
Neuron_1,107,1.8269497380309767,Ensemble_1,Wide,0
Neuron_1,108,1.5638979459266484,Ensemble_1,Wide,0
Neuron_1,109,2.396759547694489,Ensemble_1,Wide,0
Neuron_1,110,1.7549921159041662,Ensemble_1,Wide,0
Neuron_1,111,2.4798589330828373,Ensemble_1,Wide,0
Neuron_1,112,2.0250762817970704,Ensemble_1,Wide,0
Neuron_1,113,1.4952021164047655,Ensemble_1,Wide,0
Neuron_1,114,1.7151430843720834,Ensemble_1,Wide,0
Neuron_1,115,2.007005900065093,Ensemble_1,Wide,0
Neuron_1,116,1.6416112829375582,Ensemble_1,Wide,0
Neuron_1,117,2.217991814571384,Ensemble_1,Wide,0
Neuron_1,118,2.1555856689986284,Ensemble_1,Wide,0
Neuron_1,119,1.2864144298309963,Ensemble_1,Wide,0
Neuron_1,120,2.2742464300823784,Ensemble_1,Wide,0
Neuron_1,121,2.348272912993792,Ensemble_1,Wide,0
Neuron_1,122,1.7997744867196035,Ensemble_1,Wide,0
Neuron_1,123,1.4664393967568463,Ensemble_1,Wide,0
Neuron_1,124,2.160348516670017,Ensemble_1,Wide,0
Neuron_1,125,1.7350583450645491,Ensemble_1,Wide,0
Neuron_1,126,1.096626077000254,Ensemble_1,Wide,0
Neuron_1,127,1.878290730039924,Ensemble_1,Wide,0
Neuron_1,128,2.270339208404131,Ensemble_1,Wide,0
Neuron_1,129,1.6008156127680273,Ensemble_1,Wide,0
Neuron_1,130,1.229667305806852,Ensemble_1,Wide,0
Neuron_1,131,1.8211697688245507,Ensemble_1,Wide,0
Neuron_1,132,2.0454105801942832,Ensemble_1,Wide,0
Neuron_1,133,2.329716981449938,Ensemble_1,Wide,0
Neuron_1,134,2.66411986584726,Ensemble_1,Wide,0
Neuron_1,135,1.5562454362949378,Ensemble_1,Wide,0
Neuron_1,136,1.86219732049532,Ensemble_1,Wide,0
Neuron_1,137,1.9989963520113587,Ensemble_1,Wide,0
Neuron_1,138,1.860787296286957,Ensemble_1,Wide,0
Neuron_1,139,1.139313321284659,Ensemble_1,Wide,0
Neuron_1,140,1.8952170623750568,Ensemble_1,Wide,0
Neuron_1,141,2.808988196011988,Ensemble_1,Wide,0
Neuron_1,142,1.6024913172329591,Ensemble_1,Wide,0
Neuron_1,143,1.8258765118176563,Ensemble_1,Wide,0
Neuron_1,144,3.450357501155947,Ensemble_1,Wide,0
Neuron_1,145,2.365905066395174,Ensemble_1,Wide,0
Neuron_1,146,1.640620932910104,Ensemble_1,Wide,0
Neuron_1,147,1.421946701411421,Ensemble_1,Wide,0
Neuron_1,148,1.687521047969352,Ensemble_1,Wide,0
Neuron_1,149,1.1336083925492586,Ensemble_1,Wide,0
Neuron_1,150,4.862874785308995,Ensemble_1,Wide,0
Neuron_1,151,5.1761073347091,Ensemble_1,Wide,0
Neuron_1,152,4.642690355943762,Ensemble_1,Wide,0
Neuron_1,153,4.781789444477954,Ensemble_1,Wide,0
Neuron_1,154,4.327826119533836,Ensemble_1,Wide,0
Neuron_1,155,5.562832212405387,Ensemble_1,Wide,0
Neuron_1,156,4.834279699634008,Ensemble_1,Wide,0
Neuron_1,157,4.447475592816899,Ensemble_1,Wide,0
Neuron_1,158,4.270454261395292,Ensemble_1,Wide,0
Neuron_1,159,4.982222829788208,Ensemble_1,Wide,0
Neuron_1,160,4.87718743891498,Ensemble_1,Wide,0
Neuron_1,161,4.701202289825376,Ensemble_1,Wide,0
Neuron_1,162,5.298337688598753,Ensemble_1,Wide,0
Neuron_1,163,5.092299423236318,Ensemble_1,Wide,0
Neuron_1,164,4.010797078553086,Ensemble_1,Wide,0
Neuron_1,165,4.618642317244046,Ensemble_1,Wide,0
Neuron_1,166,4.694248544633502,Ensemble_1,Wide,0
Neuron_1,167,3.768877351270547,Ensemble_1,Wide,0
Neuron_1,168,4.778098813259758,Ensemble_1,Wide,0
Neuron_1,169,4.177383630037091,Ensemble_1,Wide,0
Neuron_1,170,1.539257353520403,Ensemble_1,Wide,0
Neuron_1,171,2.178728028800797,Ensemble_1,Wide,0
Neuron_1,172,2.5045650366278056,Ensemble_1,Wide,0
Neuron_1,173,1.628820498056065,Ensemble_1,Wide,0
Neuron_1,174,2.005467805349054,Ensemble_1,Wide,0
Neuron_1,175,2.1020252448203527,Ensemble_1,Wide,0
Neuron_1,176,1.4087533818518057,Ensemble_1,Wide,0
Neuron_1,177,1.6962497114663364,Ensemble_1,Wide,0
Neuron_1,178,2.0989356538730566,Ensemble_1,Wide,0
Neuron_1,179,2.0692375596434824,Ensemble_1,Wide,0
Neuron_1,180,2.016684356799244,Ensemble_1,Wide,0
Neuron_1,181,2.600066270071044,Ensemble_1,Wide,0
Neuron_1,182,2.581403582825932,Ensemble_1,Wide,0
Neuron_1,183,2.154001239254807,Ensemble_1,Wide,0
Neuron_1,184,1.5161260611296363,Ensemble_1,Wide,0
Neuron_1,185,2.297838001890229,Ensemble_1,Wide,0
Neuron_1,186,1.440747390410939,Ensemble_1,Wide,0
Neuron_1,187,1.552618897046563,Ensemble_1,Wide,0
Neuron_1,188,1.731000171937893,Ensemble_1,Wide,0
Neuron_1,189,1.6475894465639551,Ensemble_1,Wide,0
Neuron_1,190,2.1744934195969026,Ensemble_1,Wide,0
Neuron_1,191,2.2387403661471748,Ensemble_1,Wide,0
Neuron_1,192,1.4000577207103193,Ensemble_1,Wide,0
Neuron_1,193,2.273837343636412,Ensemble_1,Wide,0
Neuron_1,194,1.9955893970698904,Ensemble_1,Wide,0
Neuron_1,195,1.2063773530591213,Ensemble_1,Wide,0
Neuron_1,196,3.103446997631279,Ensemble_1,Wide,0
Neuron_1,197,1.906871862516252,Ensemble_1,Wide,0
Neuron_1,198,1.7375532269680252,Ensemble_1,Wide,0
Neuron_1,199,1.6330209229702832,Ensemble_1,Wide,0
Neuron_1,200,1.6045435987365335,Ensemble_1,Wide,0
Neuron_1,201,2.121946512146248,Ensemble_1,Wide,0
Neuron_1,202,1.5234073951104177,Ensemble_1,Wide,0
Neuron_1,203,1.924976562586414,Ensemble_1,Wide,0
Neuron_1,204,1.4362157744402426,Ensemble_1,Wide,0
Neuron_1,205,2.602077851710785,Ensemble_1,Wide,0
Neuron_1,206,2.078372809630318,Ensemble_1,Wide,0
Neuron_1,207,1.6392820969762374,Ensemble_1,Wide,0
Neuron_1,208,0.8951645604429099,Ensemble_1,Wide,0
Neuron_1,209,1.4524348604008708,Ensemble_1,Wide,0
Neuron_1,210,1.5370219256409587,Ensemble_1,Wide,0
Neuron_1,211,1.6849248230584577,Ensemble_1,Wide,0
Neuron_1,212,2.75914537699734,Ensemble_1,Wide,0
Neuron_1,213,2.137403712113016,Ensemble_1,Wide,0
Neuron_1,214,1.916674039868888,Ensemble_1,Wide,0
Neuron_1,215,2.183091547130574,Ensemble_1,Wide,0
Neuron_1,216,2.4828929145342364,Ensemble_1,Wide,0
Neuron_1,217,2.340537609091049,Ensemble_1,Wide,0
Neuron_1,218,2.412209773384124,Ensemble_1,Wide,0
Neuron_1,219,1.9784246873372664,Ensemble_1,Wide,0
